id	filename	md5	size	state
9f9f2294-3caf-4485-be53-f3ec953c377d	900e6a24-1504-4c2d-85dd-b1c6088339b2.htseq.counts.gz	ad6ff67d29b814fb7b364b049bfe6f09	260673	live
52980e32-4afe-476e-b0ed-ef0db940999c	97250261-9b6c-41c8-93cf-a689def91e49.htseq.counts.gz	0cef08e8001dc7d867a028e917beb181	248273	live
2cfcea2e-47af-405b-871d-0db4c30872f2	54151ad4-f3aa-4903-af6a-9c478abab8e0.htseq.counts.gz	a694fc3cfddf1b28b1974b789ed619d8	253381	live
e3658ac5-9a6f-43cc-b405-401f945f2f12	cd550979-69b5-43d0-9724-cc25eb502cb8.htseq.counts.gz	f7628004e79fbf39e5ba181c74397056	252674	live
f55b2197-e156-4e0b-b3ad-d446fd94a053	170b32d9-17b0-4bbe-85d8-89b5fc8b5bb1.htseq.counts.gz	fb6727b67dc0eebd22647fd9f935a474	256764	live
bc99f152-ce9d-4a3d-a54f-299d3813c73b	c06d1a9f-c20b-45a1-a145-de7c9098c01f.htseq.counts.gz	053d9b9164ef0cec47b1daf968a84362	249470	live
36376ad5-3014-4db2-b87a-bcdbfcf474d6	aeaf5abc-8442-483e-a7a8-bca5bc1b4cc6.htseq.counts.gz	6cb8e61c8d31b1f74c14e435ece5a865	249933	live
549a267c-ce6b-40cc-95c0-f4a60aa4e63c	d2713482-d0fb-495e-bb01-307369ef4ec7.htseq.counts.gz	18322d37af96c04c08fdd8fb20c993b5	247379	live
0e500694-9f5e-4e9b-b6ed-2d40bbf38ec6	93496e7a-eb49-4ec5-9157-3aa84800a4a4.htseq.counts.gz	cd5aa1f85adecf664486d833e2019117	255349	live
c3ef45d5-134c-4962-b004-f70ca8d8d5c6	ef4c294b-b29c-4c00-996c-26195febad00.htseq.counts.gz	2fdbf758dcd661bf9d4d650c1d9fe4bd	249284	live
8653b613-f9dd-40b6-8a02-657bf0f11118	171f6436-748a-4072-9ef6-e90d8cd9b465.htseq.counts.gz	79282317fef46e34b623f4385f020427	250850	live
9d5b93a7-7194-44cc-8202-ad5433098a6c	74dd978c-a067-479c-99c5-b3c130097091.htseq.counts.gz	963f7e923773ac708e32c407dd45c44f	249616	live
2d4afd19-1b4d-46c2-bad0-ee33e6edcd2b	da599370-9aab-4f2f-8fd0-93c2be5b35f6.htseq.counts.gz	704e67237b001c8059f58b5267881f2d	253375	live
62d23f3e-9ec2-433f-aa71-86a62ce0d621	d3925cdd-7ca1-4c69-89b2-f51b15297f5e.htseq.counts.gz	2ed6bb5f23fa1cd0d4175ed32d50000b	252292	live
04bee3c2-78f8-4345-b712-36f7b3a59753	c021cbb0-388a-4c5d-8cf3-edc5335a0113.htseq.counts.gz	032f1cd7f9039ba02a4583615940f148	257041	live
010184c0-c104-4967-b83b-0fc613bd556a	f1ebdbe1-5c6c-4538-b1c5-03d4538908a0.htseq.counts.gz	00b414003bad3bf55ecbd771fe3e69dd	249020	live
40ac2b5f-e93b-4d9f-b7c9-2e2301c63a95	a9da5584-abcb-47b6-8231-05796393cffe.htseq.counts.gz	cf43b05bc7fb0f40770fa51d3daa3e34	250444	live
af1f7068-68c4-49ee-a6e7-09deebb16d0c	d2c53d67-fd5a-4b3f-ae58-b2a4b5922486.htseq.counts.gz	6b0bedbaffa8e732a4bf6c08822d94df	265790	live
f5cf4d3b-50f0-4c39-a8c3-450436f5844a	e57fc205-c603-4fda-9524-85257817f713.htseq.counts.gz	c37d928c63d683c66eb158535bb0fc8b	242199	live
617bdb36-7b1c-4a9b-a126-1af6f8a2ff70	6f4f4e5d-d81e-402e-859f-3ee580a8bbde.htseq.counts.gz	d79f048cfb82c669c619a3ba5b130918	246480	live
b4c41702-4d85-47f7-b0af-d8704c863719	57b11e5d-265e-4f18-bfca-6f3eae207551.htseq.counts.gz	1d3080cb2b43a02980bc1de2f2317ebf	250010	live
59d62540-2464-4be9-bdc0-b623073abec7	fa3d075d-a2fd-4842-a724-fdce90fd8eb7.htseq.counts.gz	80f90ebdd43bb443411fa4b6b699f7e1	254702	live
1017491c-c340-442b-adf4-d3f033354e5f	167043fc-bc6c-454f-ad5f-073cc12385e7.htseq.counts.gz	513f962011ef4b61b7cabcd481815baf	252239	live
26a465b1-0367-4518-8bf5-c932ce1537e3	a12ff0ad-8580-4cec-9e63-1175335f0316.htseq.counts.gz	f7b59a8994f804239c07a388025bb895	258457	live
cb34b833-285b-4644-8863-9c3093aec0e7	1e91b6e6-ecaf-491d-b2f6-2fb0710f79ef.htseq.counts.gz	30e929c3a7110d049e4471ae1a208618	250456	live
717ca3c0-0b0e-4cf3-af34-15d0fbfd7f68	c255d022-a659-42bd-9099-6853b41b64c7.htseq.counts.gz	8e5d2e5bad6b8e9fe4176bd80ff751ef	261282	live
3f62d79d-a8b2-42d2-93a3-612a1f3dd51f	9f43c5bf-0fc1-4339-81a2-1d315d6940e7.htseq.counts.gz	c69827d8a2b63067d6c926c87ea1da07	252137	live
9c19f0e6-c9ee-4516-8333-fbe4e5eb4eb7	85c382ef-b9c1-4c1a-8ef1-5a2fbbb5f72a.htseq.counts.gz	7b7d6a2d90f8654d5f4f78e2b1028b90	262460	live
8919a802-1a90-49f1-8a1d-4f9ed506f527	3a657ffc-d6c1-44a6-8d6f-a955e5d1fe35.htseq.counts.gz	a209ec791dbd62f6782e704050b55212	253436	live
78bf5b69-8ac6-4676-b179-2a871635f75a	8c2c4cb7-66e4-4725-ae4b-73c5ed0e11d1.htseq.counts.gz	d7072e5252522bec7729b6ec0d480642	248177	live
9ce91ac5-ff0b-42ea-8cf3-a0a9c724e584	c74bce4e-18cd-42af-ae4c-9bb423efa9f9.htseq.counts.gz	254f95b6541a37204e4bbdaf7a6371a2	250498	live
87ea65c4-8029-41ce-94ab-03dd9781d890	502ddeb2-8a23-44ee-924e-c43a20c506e6.htseq.counts.gz	17bd2da49132b879c87da41722ddc448	243946	live
86c23dc5-ce12-4ef1-b874-7f6119c76dc1	95aa5fa8-2945-4ffa-a38f-ee4a6326babb.htseq.counts.gz	725f127733b9fa358e1b40b582f914f2	255653	live
5822bf21-6f8f-4c89-920a-9e93cac82998	95234108-3579-4c2c-af95-7c6780270af4.htseq.counts.gz	2f7ebfbb7882882d6aeab42b48a4ee45	253617	live
4c97f570-0aed-4e5a-bcd8-21714ef9f31d	d4702ec9-068f-415a-832e-ed72eaa38699.htseq.counts.gz	062b36453b9763b47e8f5a59ca3e07e2	249038	live
5d552f3c-cf37-4be2-97b4-2adce5ab8afd	339d6e55-7065-45d5-ba2c-afc689cb7386.htseq.counts.gz	8e003b06fa18b52d8c9c4618a54f32ff	256547	live
02445026-ad12-43e4-8c30-54e07513a412	1bac1f6a-df2a-4167-82b9-eb00cda814c9.htseq.counts.gz	f45f9c0174d5422a9fd546dea8c10f14	244128	live
8fe01c0f-d50a-40d9-90c9-31fbbcaf7804	c60f9638-1b5b-4bd5-90f6-c903b8679f2b.htseq.counts.gz	f98c4de197309ad99556d86eca6f2518	249832	live
db45f373-e402-4261-b10a-9e5baef88fd3	1d293e9f-7672-428c-be8d-3d180c8e8590.htseq.counts.gz	c89fe99bfb86968670a0fe1f1be43a32	256260	live
159427e4-64ea-4627-90a2-8c6f605475bc	e357daa4-9f0e-46b8-bc52-d3075ffbd577.htseq.counts.gz	7793685ad32e6c3ebf8143f2c7c90118	254882	live
fa8edf16-130b-44ed-9daa-43e0d320f73a	ab4d305d-81cd-4fa7-96c4-f6d5308eef12.htseq.counts.gz	9a500a80abea6fde702643ab8122b5a5	253863	live
b6cc5635-4990-453c-bdd0-a327684b7cdb	a7202dc0-379c-40e6-9bbf-3337bd3328c8.htseq.counts.gz	6183fedd98658e4df2bc4a172d32439e	253893	live
e9220ce7-6302-4f70-8e34-59ea5820b2eb	dca954fa-a77e-4b8e-aa6f-963c574e0615.htseq.counts.gz	d48e256ea5e81e3ae62de1b7b6888f60	250281	live
cdf204e6-e128-43a6-b893-3727c05869d7	6020245b-2956-46cf-9048-fbc09709ab22.htseq.counts.gz	dfe6eb9ff5efe87d5cfc7f159f173b17	256230	live
525c10b3-5ded-4b68-a488-c3f32246e252	f72258b9-fa1e-4c96-9229-f9f711c72dc5.htseq.counts.gz	830df5e0c98334e8a2d5f513b86219cd	256658	live
ce6b8e81-1b7c-49f1-bb53-4c5cd018cea1	42bb89f2-2d06-4c40-9a68-826ea05ad2cf.htseq.counts.gz	2b1673c548203ba9d5f7854db9ef0b5e	259280	live
6aa81538-6748-4470-a6e7-e9400d27471f	4a557993-a2f2-44eb-8dff-1541628b0f88.htseq.counts.gz	75a900fd80d22fc496b3ec6cc39bdf87	256717	live
cf732458-be06-463a-b035-508059a50898	962dc993-d972-4d59-a335-30759ba25e7e.htseq.counts.gz	dbe17a393125d9d1285795e995421793	253558	live
aa225357-a069-44b4-912b-1c97f864fa34	c4087638-cda2-4686-96b4-59b377ddb18d.htseq.counts.gz	c73d20c5d40e233c01e7ba5595630db2	251071	live
1b8ce3a3-4e5b-407f-a765-20d3ca124b5d	03d7d46d-fc0b-41ad-9086-414355a432af.htseq.counts.gz	aa3dd1c325dbcfc2eb0eb09bdf729490	253296	live
422a0292-a9ed-4a75-9225-b515576bd84c	6c449c57-2746-4b4c-bc94-fe47cd0451d1.htseq.counts.gz	47308a228688e50318eb8253fd6f1002	243271	live
ea806749-e136-4d0e-ad1d-364603a3e041	8583bc3e-f4ee-4364-b77a-2026c9a88a91.htseq.counts.gz	894f0b665239c710ae3525e5816d4c38	251367	live
7a63683b-382b-4f2e-a22e-61d8ce6b6c62	ae2a857b-c219-4361-8d55-23047f8355fe.htseq.counts.gz	fb3231300277abb0f219e305e3aab9c6	250881	live
8c1d4c15-8790-48e2-ad81-5baf556c79bb	2a1c76fa-8112-4233-b7d2-805481cdf37a.htseq.counts.gz	4b739afe7fd6aa3d7166f56a96c2cec1	251824	live
b1f6dd16-5778-4e86-b1e3-b6fd532f9b76	c8f22456-214f-4648-bf99-c2addece6502.htseq.counts.gz	d45e226cab844fb6f69c68533ec649e8	255093	live
21b6d12d-ec83-4e59-bb0f-3822b78cdcc5	09c3bf5c-703a-49ff-93cb-a9660eba1b12.htseq.counts.gz	28e54913baad21d870fa21a27dced2e4	245405	live
fbafa538-e9ca-4779-945e-da78402d8db3	6577bf84-a065-4519-8c7f-8f999a78ed88.htseq.counts.gz	f53e3077d91b101d1933501950550479	252705	live
a13550e4-5d4f-424a-a887-b729de6b681c	a13a7cfe-e4dd-4d78-83f9-0179332d9efd.htseq.counts.gz	23cde5d56ac5f0078d00a173139cb47b	253987	live
95b09cb7-23c4-46cd-834b-cb1a25128160	dc322491-2407-401e-a422-96be40d6518f.htseq.counts.gz	1d48522d44e048a6ed92114a89f9a74a	251445	live
1d6b50c6-5b02-4e07-bc50-933f9881ef26	6a7e0a76-0ea3-4513-9efb-002bcfd965b4.htseq.counts.gz	c5ddc47d2f5a7065cfa5b21391489d9c	253947	live
aca58f67-1fa5-47d8-9a49-4b2de0590420	52e0e5b5-216f-48fb-816c-133e57cfff6b.htseq.counts.gz	666138182f9ce8f8cad95e2134395bfe	266816	live
ff442dde-739e-4540-b2b5-dc7129855ad2	e322c611-092a-44e7-8339-c3d3a85e79d3.htseq.counts.gz	6907fb961faeda0567b63863ea03dfa7	244248	live
6773017e-694f-4da0-87ed-c1dce6c008cd	04e84524-f75f-4cb5-9e9c-e78850d7b6f5.htseq.counts.gz	9218e482e50e96a4e7ead7cf896757d2	254348	live
f0e8771a-cdc6-4fc2-a57e-93bda9e86701	e8b1d97a-2c30-4a18-adb1-15789d187dc3.htseq.counts.gz	4cfa2f139190c5b6ef442eefd7227c70	252007	live
6b19de37-702b-4343-b229-4d360a719343	5f26c44a-bfe6-4cad-b3f1-aed7bd9ff9ba.htseq.counts.gz	2966a6171b386096a18e41d62e3e7124	256331	live
97ad1af5-5e58-4908-bb49-16a20d0f7f3a	1b3deeeb-5fde-4154-a57f-bb575ccfb2be.htseq.counts.gz	a4763cdb6509d59fba0c3b467af3eedc	251978	live
51abe362-e3ff-4604-8cf1-5197c4783fc5	15bb9c50-e4bb-4433-a9dd-32ddd6536b49.htseq.counts.gz	b961634b211d53bc9ca074fd52695cc6	249126	live
2de65f22-7c45-4909-a175-34e5a4570a19	e6862c5b-459e-40b5-9213-5fd7e1448be1.htseq.counts.gz	38d59cc30aabb8ba5b67a4373bd3e3a0	256976	live
14b9f815-4748-4779-a8d2-2992c7d160d5	c642e018-f0cb-4be8-9b19-c944f1daf9cf.htseq.counts.gz	a167e11c764183104c35ef373896bb5f	247831	live
b2392f30-ec88-49cf-a84f-6da646b1210d	b4199d59-3f9e-4641-88df-66ddd3aed48c.htseq.counts.gz	6bbc8db2deaef0de10fadb08c5ad637a	254236	live
06fedbce-d3ae-4677-a44a-beb6f42568e4	44067d6e-af12-4abf-8795-cb6749b1cc7a.htseq.counts.gz	ae17bbe85a001f8cbc3527d609de52fa	257303	live
d73a621b-c1a6-48da-af9d-1eee634f8937	adf6f517-d543-46f4-be85-ceeccb398723.htseq.counts.gz	71ca0ba072ed8d43a68c93b3dc5d0b0a	258104	live
4b14fa4f-779b-4829-b159-cbd61bf4a88f	f8fbe8b1-7831-4853-8dfd-be977f3a5da0.htseq.counts.gz	19aec6416458f535c1d5b9b69b80f50c	256843	live
698dda04-145e-44ca-bb2e-db2450708a9d	4eabde76-a065-4dff-8480-722a9a5f0c5c.htseq.counts.gz	9563aed7f91013d78549bf7adfea7454	253762	live
1ae5b995-f6eb-4e94-ac45-18b5b0a061d1	f61002eb-4763-4101-b98c-3171ebf916a7.htseq.counts.gz	8f3dc73d0c245a506f38fcd3a11ef4ba	249826	live
020b4af8-9acb-4b90-985f-4327f9441ab5	167b3fae-0a99-4202-94ef-c83648f54fa9.htseq.counts.gz	555e34a8085a4b16b6f7c872c993734d	250243	live
6646e159-5c98-4678-bcb4-d2c6d832dbfe	ee05eaa6-eaca-4438-ac1f-4259f525e2a1.htseq.counts.gz	86d63a165b07ea681eff8ddddfd2bffe	257915	live
af3b9b92-fa7d-40a3-a738-76edb9521701	68b3162f-a77a-4630-a64a-26a33a2ecb12.htseq.counts.gz	6bfb872fc6dd6ed148af5a2a6a7c25f2	259159	live
547fb1a8-ca5a-4a2f-bbef-ed6b57c6119a	da7e58d4-34e4-4809-95d1-becd983d1da4.htseq.counts.gz	504ffec14d77a40667edf3584a064b5e	253141	live
3018e36f-6e37-49f2-889e-6bdcc6b75759	57fb015b-ca45-4615-87fc-66e4975efde9.htseq.counts.gz	5d3db3e244050e65aa3a38a84ac35025	251777	live
643a13b8-abd9-46ff-96c6-59a6fb74166f	4a0acc32-acf8-4720-b6c1-59fb6cdda3de.htseq.counts.gz	afb9e1f2ce5c48d567905283aa49dbc7	251347	live
b49f6d2c-c822-4fdd-8fdb-b60865bc3466	826b0309-8ced-4d7e-998b-f4f196fd9468.htseq.counts.gz	3e16b44986323321b050a8d047a2ca06	254750	live
976f35a4-4b48-4dcc-9666-b2922e4ca4b0	6da1dddf-9ad0-47b4-878c-c3ca359371dc.htseq.counts.gz	7f3f3263d106dc2a1531c3116c7dff12	256009	live
c1a0f021-c825-4db9-a083-b514b10f2bae	11233a5a-7e02-47b8-a50d-2b306d67a93b.htseq.counts.gz	d4b1fc576a22e907319311576de539f8	253046	live
efa11eca-959f-48fe-917c-a29bcdde7884	5ec8fcf2-85bc-4c30-9329-62b1cc47b67f.htseq.counts.gz	4033ff526fc32bae6c3f6a6b0b4299e7	250632	live
f781ad0d-2b09-46e1-b71f-79e33e9bdd7c	be006f64-936c-416c-9e49-c7a861e55522.htseq.counts.gz	5b7c7b30d8aeca30af3bc2bb9b17ea09	247301	live
72452c3e-445a-4876-89d0-a08a5f6b2186	403b1855-51e5-4136-8e76-17ceba12046d.htseq.counts.gz	498f8f0abe57d81119aeaa67338fd2b7	249089	live
b25740db-093b-43fd-ae63-6aced5aa0f11	43e55b9c-a752-44eb-8299-d25f72befeeb.htseq.counts.gz	6230a317ebf067ef19467d967d82a24f	251986	live
9d2cceab-be90-4f6a-9fc2-d33bb867b27e	445b096b-502f-4e88-9338-4ad309a14425.htseq.counts.gz	1f9d97a3be85bd134156862498c6e700	250084	live
eb5a4059-c381-4579-8e89-4db7555c8935	93293529-ae13-4ad2-94dc-a566275c606f.htseq.counts.gz	57777a9df5fb443e5c66f276b9028384	252711	live
2da2a6ad-4bd3-4ad2-b82e-258936e7b638	d2b31242-6431-4e3c-a663-e6583753e79a.htseq.counts.gz	cafd6cb3fbd1899ff6fa74474f9f7e4c	252906	live
c8c11da2-f963-4e7d-a262-cd791c11c64c	a5461e7c-620e-49c0-b4bf-f9774b9393af.htseq.counts.gz	b10fdb0aa80f20c32646a324d565d900	258314	live
bd9a9959-58b1-46c1-ad87-9fbedf43a3ed	b7b8d49c-7364-4527-91d7-e1aad06c6837.htseq.counts.gz	e0f37610882722fa7f7b022bfb80f011	252284	live
fcfb627b-d8e2-4e0d-93f2-022de221e2d6	5fb64539-aa50-41c0-9b2c-092455ea02cb.htseq.counts.gz	993830e29dc31f4f30f271374cf16c97	257311	live
1c161565-bcbe-4258-8167-940bad0d4b79	491e50ed-21d3-4dc6-ae6c-e56f94e22ca4.htseq.counts.gz	8104ef3ac288a507d4b4756b9fd333ad	240443	live
f7651c4d-ed56-4f1b-94a3-4a6b7ca2f64b	19f69768-21e1-4752-946c-98ba7614a68e.htseq.counts.gz	985200736c176d2643f8936724e2491c	258920	live
ed5a1313-f3cb-4045-9234-af28212eba94	9e64cef1-ee63-44eb-b58f-c19b98c99c9e.htseq.counts.gz	942bde511c7925563aac5f3728289ac8	262050	live
a53d1cdb-7c72-4ebf-9fa2-0eb71b9bd5d0	501eb9e8-28ad-4329-934b-4279ccd65a19.htseq.counts.gz	6916e97d5e112541715478fd028f98ee	255336	live
27d9dbe5-71de-4dac-8a64-cbda6022c44d	1004e3e8-6bec-472b-bfce-5042d1f6912b.htseq.counts.gz	8494664ba7f4f191ff139c5bcd508255	250108	live
18e79249-a331-463c-b5d6-916a812e0eb9	20dcf7d6-4ebb-4909-b5e1-263792f5748e.htseq.counts.gz	cdaced9bb1456fd51267f067803fcc12	255195	live
7649a0c8-dd5e-440d-9794-e3b53cbdd1d9	7b18f9cb-2541-450d-b816-9823edc1afe2.htseq.counts.gz	f0e9252ff911a0944b5b17d384e75168	256953	live
e90ff838-e3c9-4e63-91ea-7684509513d7	8abb55cb-7c9b-484f-9333-bf52deee1ae8.htseq.counts.gz	f2e9c7d332ea5e5be2d011ec85a0e069	254491	live
4b85d0a9-2229-448a-8ac8-396aa35d4d76	3ce57f19-ef4b-4bb9-8530-eb0752975f4b.htseq.counts.gz	6cc6c65967a66c809b379ebe1ad9ccd7	246443	live
c4e26d99-1532-495a-aba2-2bcc3fc77792	ecc62f3c-7ddb-425d-9c68-e3ce3f5872f0.htseq.counts.gz	59042d541ab7baa4562859d0eca255ae	251226	live
1cee979e-57dd-4314-aff4-fe343598596a	a85d707e-2694-49e0-a18c-75e560ea6015.htseq.counts.gz	7454367cdecc211d794bb9d8255cf07f	252712	live
17240917-c187-4e97-aa60-06385cd6c07b	09a64379-9d0a-46ce-bb16-fc7c79f4249d.htseq.counts.gz	9b6a8424b2409f9349e5fae438213d5b	245294	live
687e27d1-b068-4c80-8b91-9bde0855bc42	6ce53ab9-7320-4a5a-8284-bf3021e29e24.htseq.counts.gz	127f16e4ceecfdad77494468d01607a8	247284	live
cd9b6f87-2f77-4f73-99b1-ada61cb59585	123db725-bd0a-4b20-ba1d-9cc3a8948f70.htseq.counts.gz	c07f40f96d62d83183921d3e8c3f5076	250592	live
900597c1-c6f6-4504-8863-d8debee01efd	cc83dc77-7231-494b-9d96-881dd60107d8.htseq.counts.gz	254a3f13e6e5d29550b379a56ab19fda	253822	live
789c1767-4073-4ffa-b193-54b20b96d55e	51529d00-9bc5-45e7-9706-7519c64eef36.htseq.counts.gz	6bcd0a39e5c86e5241882ef679535fe3	254427	live
1ec71b10-7ca9-4945-ba6e-f9c8c88511a7	89a3db54-ffab-4341-99b6-a2213829bc0c.htseq.counts.gz	76f89dae42551916e76199857fcaa019	257304	live
3455fb41-0f1e-4313-aca9-31b59fa265e0	f93932b6-c8c3-45d8-9911-c4d387d9bad0.htseq.counts.gz	25a5ab8041da2f236efc9c5302c4030e	259013	live
ee351c9a-91a4-4b97-b379-ff1ced7737f2	d2fc34db-a3e5-4972-86af-d8dd4f710f11.htseq.counts.gz	de5c26ff2eb7bcd412773d96ac9cdf30	253753	live
3e5b3268-cfd8-44c0-a25c-06e2740c7167	ac37405d-dfae-4733-bbe6-157d7657023c.htseq.counts.gz	e6e95964f09c9866af3dcff01faf31be	246376	live
a4ce3b73-9ab0-402f-8dc2-5b4344d4d356	f5689b4d-3907-40ce-aa31-90508021731a.htseq.counts.gz	9af01d7f3b104496f3c4068c8b653e31	255107	live
aa88f1cb-5b45-47d5-8196-489831c0d68a	6261ea0e-e248-4620-ac4c-b90ffc580938.htseq.counts.gz	ebe0f0a19019d94d40cb53d531e5d6c3	260029	live
ad67cd0d-d587-40f8-b9ff-7585aa1aa641	aecf2c25-b32e-412d-a2f5-34df2f4f865d.htseq.counts.gz	8b70e85c3ad775b5f3970a02e18d0655	251150	live
e5a869d4-e0b0-4fd6-b7a4-3e7b1e324941	a1ea6dad-4010-4625-8eac-3b6b2325faae.htseq.counts.gz	d0b03c65e985b37fbbd4c030b76bbe1d	262550	live
a44b3f46-1c43-4fe3-85bc-a371a9c1a324	e956031b-931a-4ccc-b0d5-51cb1ab9baed.htseq.counts.gz	a1d0ef3b67114cf167c36787145d154b	262137	live
